,Name,Category,Image,Well_Known_Movie,Bio
83,Abhishek Bachchan,Actor,"https://m.media-amazon.com/images/M/MV5BMTk1NjU1NjkxN15BMl5BanBnXkFtZTcwNDI4MDMzMg@@._V1_UY209_CR7,0,140,209_AL_.jpg",Happy New Year,"Aquarian Abhishek Srivastav was born in February 5, 1976, son of Bollywood mega-stars, Jaya Bhaduri and Amitabh Bachchan, brother to Shweta, uncle to her two children (Navya Naveli & Agastye), and the grandson of Harivansh Rai Srivastav, Hindu and Urdu poet, who wrote under the pen-name of "
84,Isla Blair,Actress,"https://m.media-amazon.com/images/M/MV5BMTQ5NTUzNTc2OF5BMl5BanBnXkFtZTcwNzc1NDk5Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Indiana Jones and the Last Crusade,"Isla Blair was born on September 29, 1944 in Bangalore, India"
85,Raghuvir Yadav,Actor,"https://m.media-amazon.com/images/M/MV5BNTIzOWZhMjctNTBkMi00YTc0LThhOGYtMDFlZmI4ZmNkZTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Dil Se..,"Raghuvir Yadav was born on June 25, 1957 in Jabalpur, Madhya Pradesh, India"
86,Satyajit Ray,Writer,"https://m.media-amazon.com/images/M/MV5BMTQ4MDA1ODIzMF5BMl5BanBnXkFtZTcwNDU0OTkxOA@@._V1_UY209_CR66,0,140,209_AL_.jpg",Pather Panchali,"Satyajit Ray was born in Calcutta on May 2, 1921"
87,Priyamani,Actress,"https://m.media-amazon.com/images/M/MV5BZGE5MjQwYjEtNGE0NC00YTQ3LTliYWQtMjQ0MTYxNTBkYWQ4XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR6,0,140,209_AL_.jpg",Paruthiveeran,"Priyamani was born on June 4, 1984 in Bangalore, Karnataka, India as Priya Mani Vasudev Iyer"
88,Mohanlal,Actor,"https://m.media-amazon.com/images/M/MV5BYjFjZGRjMWYtZTA5MS00OTZkLWI1MjctNDQ2NmQzMWM1NzRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Dasharatham,"Mohanlal was born to Viswanathan Nair (father) and Santhakumari (mother) in Pathanamthitta district of Kerala, in the southern part of India on 21st May 1960"
89,Kamal Haasan,Actor,"https://m.media-amazon.com/images/M/MV5BYmUxNTY0MWItODQ2My00YWMyLWFmODgtNTY1MTQ2ZjEwYzdlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR13,0,140,209_AL_.jpg",Vishwaroopam,"Kamal Haasan was born November 7, 1954 in Paramakudi, Tamil Nadu"
90,Huma Qureshi,Actress,"https://m.media-amazon.com/images/M/MV5BMTEwMTkyMDY3OTheQTJeQWpwZ15BbWU4MDE1MjEyMzkx._V1_UX140_CR0,0,140,209_AL_.jpg",Gangs of Wasseypur,Huma Qureshi born and raised in Delhi
91,Jyoti Amge,Actress,"https://m.media-amazon.com/images/M/MV5BMTk3ODU2ODc2Nl5BMl5BanBnXkFtZTgwNDI1OTU4MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",American Horror Story,"Jyoti Amge was born on December 16, 1993 in Nagpur, India as Jyoti Kisange Amge"
92,Varun Dhawan,Actor,"https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Badlapur,"Varun Dhawan was born on April 24, 1987 in Mumbai, Maharashtra, India"
93,Dhanush,Actor,"https://m.media-amazon.com/images/M/MV5BODk4MDg5MzE4OF5BMl5BanBnXkFtZTgwNTc4ODEzOTE@._V1_UY209_CR5,0,140,209_AL_.jpg",Raanjhanaa,"Venkatesh Prabhu known by his stage name Dhanush, is an Indian film actor, producer, lyricist and playback singer who has worked predominantly in Tamil cinema"
94,Manoj Bajpayee,Actor,"https://m.media-amazon.com/images/M/MV5BMzUxODk5MmEtZGQxOC00NzUxLWI5YTEtYWFjMjZmZTIwNTA5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Gangs of Wasseypur,"Manoj Bajpayee was born on April 23, 1969 in Belwa, Bihar, India"
95,Adah Sharma,Actress,"https://m.media-amazon.com/images/M/MV5BYzg0YWFiZmEtOGU1Zi00OWNmLTg5OWQtNmVhMmNkMmNmODZhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",1920,"Adah Sharma (May 11, 1992) is a Bollywood actress"
96,Prithviraj Sukumaran,Actor,"https://m.media-amazon.com/images/M/MV5BZjJlOTJmYjQtOTY3NC00OWVlLTg4MjEtYmRmYWZhZDM4MDRlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Ennu Ninte Moideen,"Prithviraj Sukumaran (born 16 October 1982), credited mononymously as Prithviraj, is an Indian actor, playback singer and producer best known for his work in Malayalam films"
97,Madhavan,Actor,"https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Vikram Vedha,"Madhavan was born on June 1, 1970, in a Tamil-speaking family"
98,N.T. Rama Rao Jr.,Actor,"https://m.media-amazon.com/images/M/MV5BMjI0NDQ2MTMzMF5BMl5BanBnXkFtZTgwMzc4MDA3NzE@._V1_UY209_CR5,0,140,209_AL_.jpg",Nannaku Prematho,N
99,Zaira Wasim,Actress,"https://m.media-amazon.com/images/M/MV5BNzU1NjVhYjAtZjYyNC00MDNiLTgyNmUtZGE3NDQ0MWU4MmJhXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR4,0,140,209_AL_.jpg",Dangal,"Zaira Wasim was born on October 23, 2000 in Srinagar, Jammu and Kashmir, India"
100,Mani Ratnam,Writer,"https://m.media-amazon.com/images/M/MV5BOTA4NjIwNDY2OF5BMl5BanBnXkFtZTYwNzczMDkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dil Se..,"The man who revolutionized Tamil-language cinema, Mani Ratnam is the biggest director in south India and one of the most respected directors in all of India"
101,Urvashi Rautela,Actress,"https://m.media-amazon.com/images/M/MV5BMjA1NzA5MjQyMV5BMl5BanBnXkFtZTgwNTIyMTIzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Great Grand Masti,"Urvashi Rautela was born and raised in Haridwar, a small town in the Indian state of Uttarakhand"
102,Madhuri Dixit,Actress,"https://m.media-amazon.com/images/M/MV5BNTk0OTFkZGItYTQxMi00YTUwLTlkMGEtMTIyZDNlNDc0MzRlXkEyXkFqcGdeQXVyMTgzNTY5OTc@._V1_UY209_CR34,0,140,209_AL_.jpg",Devdas,Madhuri Dixit is one of the most acclaimed actors and Kathak dancers Bollywood have ever witnessed
103,Tamannaah Bhatia,Actress,"https://m.media-amazon.com/images/M/MV5BNTkxOTJmMTktZTc1Yy00ZGU3LTkzNGUtYTE1ZGI4M2I5MjQ1XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR5,0,140,209_AL_.jpg",Bãhubali: The Beginning,"Tamanna Bhatia is an Indian film actress born in Mumbai, India"
104,Karan Johar,Writer,"https://m.media-amazon.com/images/M/MV5BMTM5Njk5MDI0OV5BMl5BanBnXkFtZTcwOTA0ODE2OQ@@._V1_UY209_CR144,0,140,209_AL_.jpg",Kabhi Khushi Kabhie Gham...,"A close friend of Shahrukh Khan, he assisted Yash Chopra's Yash Raj Films during the early days of of his career, making his directorial debut with the mega-hit Kuch Kuch Hota Hai (1998)"
105,Dharmendra,Actor,"https://m.media-amazon.com/images/M/MV5BMTk0ODU5NjAzMl5BMl5BanBnXkFtZTcwNDYyOTM5NA@@._V1_UY209_CR87,0,140,209_AL_.jpg",Sholay,Dharmendra is one of the biggest stars of Indian cinema
106,Emraan Hashmi,Actor,"https://m.media-amazon.com/images/M/MV5BMjA4Nzk3MDU0OV5BMl5BanBnXkFtZTgwMTEyMDU0OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Once Upon a Time in Mumbaai,Emraan Hashmi was born 24 March 1979) is an Indian film actor who appears in Hindi languagefilms
107,Kay Kay Menon,Actor,"https://m.media-amazon.com/images/M/MV5BMTY4MjgwODk4MF5BMl5BanBnXkFtZTgwNzAxNzE0MjE@._V1_UY209_CR87,0,140,209_AL_.jpg",Haider,"Kay Kay Menon was born on October 2, 1966 in Kerala, India as Krishna Kumar Menon"
108,Anjali Jay,Actress,"https://m.media-amazon.com/images/M/MV5BOWIxNDQ5ZDItNThhNC00NmU3LWIzM2ItNDkxYjM1M2FiZDViXkEyXkFqcGdeQXVyMjU3MzU5MzM@._V1_UX140_CR0,0,140,209_AL_.jpg",Night at the Museum: Secret of the Tomb,Anjali Jay is an actor and writer
109,Ramanand Sagar,Director,"https://m.media-amazon.com/images/M/MV5BNmQ3NmVmNzctZmIwYi00MWZiLWE4ODEtZmI1ZTc1MmUzM2I5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Ankhen,Dr
110,Vidya Balan,Actress,"https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Kahaani,"Vidya was born in Palghat, Kerala, India"
111,Farhan Akhtar,Producer,"https://m.media-amazon.com/images/M/MV5BMjA4MjYwNzAzM15BMl5BanBnXkFtZTcwMzUyMTUxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Zindagi Na Milegi Dobara,"An accomplished and award-winning producer-director-writer-actor-singer, Farhan Akhtar is the ultimate Bollywood multi-hyphenate"
112,Kabir Bedi,Actor,"https://m.media-amazon.com/images/M/MV5BZjY4YjUxYmItYWY5My00NDE2LWE4OGMtZjNkNmUxMmNkOGIzXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Octopussy,"Kabir Bedi is one of India's most famous international actors, with a career that spans from Bollywood to Hollywood and Europe, in films, television, theatre, and radio"
113,Tania,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Qismat,"Tania (born 06 May 1993 Jamshedpur, Jharkhand ) is an Indian actor"
114,Bipasha Basu,Actress,"https://m.media-amazon.com/images/M/MV5BOTUzYzU0MmQtZTkxMi00MDRlLTkyZGUtOTY1YzkzOGIyMjAwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR7,0,140,209_AL_.jpg",Race,Fate intervened when Bipasha recoiled and passed out when dissecting a rat
115,Om Puri,Actor,"https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",The Hundred-Foot Journey,Om Puri was an Indian actor who has appeared in both mainstream Indian films and art films
116,Govinda,Actor,"https://m.media-amazon.com/images/M/MV5BNzEwNDgwMTk3Nl5BMl5BanBnXkFtZTgwNjMwOTU4MDI@._V1_UY209_CR14,0,140,209_AL_.jpg",Partner,"Govinda was born on December 21, 1963"
117,Arun Govil,Actor,"https://m.media-amazon.com/images/M/MV5BZDc2OTM1OTItYmUwNS00MjJhLWE3N2EtYjVlYTllNjg1NGFlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Ramayana: The Legend of Prince Rama,"Arun Govil was born on January 12, 1958 in Meerut, Uttar Pradesh, India"
118,Sonam Kapoor,Actress,"https://m.media-amazon.com/images/M/MV5BMGU4Njg5MjgtNzIyNC00M2I0LThlYjAtZjZhMGJhOWNmMzA2L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Neerja,Sonam Kapoor comes from an established film family
119,Neha Sharma,Actress,"https://m.media-amazon.com/images/M/MV5BMTg2NDMyNDM5NF5BMl5BanBnXkFtZTgwNzgwMDMzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Solo,"Neha Sharma was born on November 21, 1987 in Bhagalpur, Bihar, India"
120,Sugith Varughese,Actor,"https://m.media-amazon.com/images/M/MV5BMjE4ODk5ODM4MF5BMl5BanBnXkFtZTcwMjAxMTQ2Mw@@._V1_UY209_CR52,0,140,209_AL_.jpg",Kim's Convenience,"Born in India and raised in Canada, he is an award-winning screenwriter, short film director and actor with several series regular and recurring character credits"
121,Vidyut Jammwal,Actor,"https://m.media-amazon.com/images/M/MV5BMjI4NDE1MjE1Nl5BMl5BanBnXkFtZTgwNzQ2MTMzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Force,"Given his elaborate expertise in the martial arts especially the ancient form called Kalaripayattu (which he's trained in since he was all of 4 years old), Vidyut has committed himself to creating a platform for action and stunts in world cinema"
122,Karisma Kapoor,Actress,"https://m.media-amazon.com/images/M/MV5BMzY4NTkxMzc3OF5BMl5BanBnXkFtZTgwMTc1MzY3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Dil To Pagal Hai,"Born into Bombay filmdom's legendary Kapoor clan, Karisma Kapoor made her film debut with Prem Qaidi (1991) opposite Harish"
123,Mallika Sherawat,Actress,"https://m.media-amazon.com/images/M/MV5BMDVlYWIxNGEtZmZiZi00ZWNmLWI2NTEtYzQ2OTBjNDU2N2MxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Murder,"Mallika Sherawat was born on October 24, 1976 in Rohtak, Haryana, India as Reema Lambha"
124,Rajesh Khanna,Actor,"https://m.media-amazon.com/images/M/MV5BMTQ1OTE5NDEwNV5BMl5BanBnXkFtZTcwNjgzMTcxOA@@._V1_UY209_CR2,0,140,209_AL_.jpg",Anand,"Rajesh Khanna, the first superstar of Indian and Hindi Cinema with 74 Golden Jubilee Hits - (which includes 48 Platinum Jubilee hits and 26 Golden Jubilee Hits) & in addition had 22 Silver Jubilee Hits and 9 average hits, was born on 29 December 1942 in Amritsar, Punjab, India"
125,Sunny Deol,Actor,"https://m.media-amazon.com/images/M/MV5BMjEwOTA2MjMwMl5BMl5BanBnXkFtZTcwODc3MDgxOA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Ghayal,Ajay Singh Deol popularly known as Sunny Deol was born to actor Dharmendra and Prakash Kaur
126,Arshad Warsi,Actor,"https://m.media-amazon.com/images/M/MV5BNmMwOGYwMjUtN2M5My00ODIxLWI3ZjctODM2MGI4OGQzOWM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg",Munna Bhai M.B.B.S.,"Arshad Warsi was born in Mumbai, India, and did his schooling at a boarding school, Barnes School, Deolali in Nashik district, Maharashtra"
127,Kalki Koechlin,Actress,"https://m.media-amazon.com/images/M/MV5BNzI4NDQyMjU2MF5BMl5BanBnXkFtZTgwMzc4ODEzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Yeh Jawaani Hai Deewani,Kalki Koechlin was born to French parents in a small village in Pondicherry
128,Asin Thottumkal,Actress,"https://m.media-amazon.com/images/M/MV5BMjA4MjkyMzAxNl5BMl5BanBnXkFtZTcwOTEyMjMyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Ghajini,"Asin was born in Cochin, Kerala, India in the Malayalam-speaking Thottumkal family which consists of her businessman dad, Joseph, and mom, Dr"
129,Suleka Mathew,Actress,"https://m.media-amazon.com/images/M/MV5BMTIwNzg1MjcyMl5BMl5BanBnXkFtZTcwMDI3OTQzMQ@@._V1_UY209_CR17,0,140,209_AL_.jpg",Claws,"Suleka Mathew was born in India and raised in Vancouver, and has worked extensively as a professional actress in film, television, radio and theatre her whole life"
130,Chitrangda Singh,Actress,"https://m.media-amazon.com/images/M/MV5BMTcxMDg5MzQ4MV5BMl5BanBnXkFtZTcwNTMzMDMxNw@@._V1_UY209_CR87,0,140,209_AL_.jpg",Yeh Saali Zindagi,"""You have outdone Smita Patil,"" said Shekhar Kapur, when he saw Chitrangda Singh's performance in her debut movie Hazaaron Khwaishein Aisi (2003)"
131,Mithun Chakraborty,Actor,"https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY209_CR6,0,140,209_AL_.jpg",OMG: Oh My God!,"Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti"
132,Sana Khaan,Actress,"https://m.media-amazon.com/images/M/MV5BMDI0ZjgzNzEtMjRiZC00OTIwLTg1NmUtNzZkZWIyNjFlNDY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Gaganam,"Sana Khan was born on August 21st 1987 in a Muslim, Pashtun background in the city of Mumbai, India"
133,Ayesha Dharker,Actress,"https://m.media-amazon.com/images/M/MV5BMTY3MDU0ODEzNV5BMl5BanBnXkFtZTcwMjMwMzczMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Star Wars: Episode II - Attack of the Clones,"Ayesha Dharker was born in 1977 in Bombay, India"
134,Rajkumar Hirani,Writer,"https://m.media-amazon.com/images/M/MV5BMTc3ODMzMjI2N15BMl5BanBnXkFtZTgwMjI5ODEzOTE@._V1_UY209_CR63,0,140,209_AL_.jpg",Munna Bhai M.B.B.S.,"Rajkumar Hirani was born on November 20, 1962 in Nagpur, Maharashtra, India"
135,Angie Cepeda,Actress,"https://m.media-amazon.com/images/M/MV5BNGI5ZmE2NTgtOGRjNy00Y2UyLTk0OTUtOWZiNWYxZmNhY2FiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR117,0,140,209_AL_.jpg",A Night in Old Mexico,"Angélica María Cepeda Jiménez was born in Cartagena de Indias, Colombia on August 2nd 1974"
136,Yami Gautam,Actress,"https://m.media-amazon.com/images/M/MV5BMTA3NzAwNjcwMjNeQTJeQWpwZ15BbWU4MDIyODgxMzkx._V1_UX140_CR0,0,140,209_AL_.jpg",Kaabil,She received IIFA - Star Debut of the Year Award and Zee Cine - Best Female Debut Award for Vicky Donor
137,Esha Gupta,Actress,"https://m.media-amazon.com/images/M/MV5BMTczMzYxMzMzMF5BMl5BanBnXkFtZTgwNjI1ODA0OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Jannat 2,"Esha Gupta was born on November 28, 1985 in New Delhi, India"
138,Googie Withers,Actress,"https://m.media-amazon.com/images/M/MV5BMTUwNDExODEyNV5BMl5BanBnXkFtZTgwNjk4NTIwMjE@._V1_UY209_CR64,0,140,209_AL_.jpg",One of Our Aircraft Is Missing,Googie Withers began her acting career at the age of 12
139,Margaret Lockwood,Actress,"https://m.media-amazon.com/images/M/MV5BMTAyMzc2MjA4MjheQTJeQWpwZ15BbWU4MDU4OTU0NzEx._V1_UY209_CR10,0,140,209_AL_.jpg",The Lady Vanishes,"Karachi-born Margaret Lockwood, daughter of a British colonial railway clerk, was educated in London and studied to be an actress at the Italia Conti Drama School"
140,Karthi,Actor,"https://m.media-amazon.com/images/M/MV5BZTI4MDA3ZTYtMDg1OC00MTY1LWE4NjYtZWM2NTRlNGQ2OWU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTU0MzI1OTY@._V1_UY209_CR34,0,140,209_AL_.jpg",Theeran adhigaaram ondru,"Karthi was born on May 25, 1977 in Madras, Tamil Nadu, India as Karthik Sivakumar"
141,Torin Thatcher,Actor,"https://m.media-amazon.com/images/M/MV5BY2FmM2U5MjItNjZiMS00NTk1LTkwNGItMzAyOTFhOThmYmQ0XkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_UY209_CR11,0,140,209_AL_.jpg",Witness for the Prosecution,"Associated with gritty, flashy film villainy, veteran character actor Torin Thatcher was born in Bombay, India to British parents on January 15, 1905, and was educated in England at the Bedford School and the Royal Academy of Dramatic Art"
142,Sunil Shetty,Actor,"https://m.media-amazon.com/images/M/MV5BODUwMzUyNTUxMl5BMl5BanBnXkFtZTcwNDM2ODIyOA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Main Hoon Na,"Sunil Shetty made his debut in 1992 with Balwaan (1992), which was not a major hit"
143,Priya Rai,Actress,"https://m.media-amazon.com/images/M/MV5BYjk1ZDA2NDMtZWQxYy00YzBjLWFhMjctYjVkOGU0ZTY3MzViXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",Cheerleaders,"Tiny (5'3""), but lovely, busty, and shapely brunette knockout Priya Rai was born on December 25, 1977 in New Delhi, India"
144,Prateik,Actor,"https://m.media-amazon.com/images/M/MV5BNzI4OGIxMzktMDE1OC00MmI2LTk3NjQtMjE4ZDIzNzRiNjNjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR4,0,140,209_AL_.jpg",Jaane Tu... Ya Jaane Na,"Prateik was born on November 28, 1986 in Bombay, Maharashtra, India"
145,Trisha Krishnan,Actress,"https://m.media-amazon.com/images/M/MV5BNGZjMGM1MTgtZTAwMy00NmEwLTg5NTMtOGJlYjI3Y2UzMzVlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR1,0,140,209_AL_.jpg",96,"Trisha Krishnan was born on the 4th of May 1983 in Pallakad, Kerala, India"
146,Samantha Ruth Prabhu,Actress,"https://m.media-amazon.com/images/M/MV5BMTUxNTA3ODQwNl5BMl5BanBnXkFtZTgwODAxMTIzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Ye Maaya Chesave,Samantha Prabhu is an Indian film actress and model who appears in Telugu and Tamil films
147,Zeenat Aman,Actress,"https://m.media-amazon.com/images/M/MV5BMTg4NDcxNTQ0N15BMl5BanBnXkFtZTgwNTI3OTczOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Don,"Zeenat Aman was born to a Hindu mother and a Muslim father Amanullah who was one of the writers for the classic ""Mughal-e-Azam"", on November 19th, 1951"
148,Ahsaas Channa,Actress,"https://m.media-amazon.com/images/M/MV5BM2Q4OTIzNTAtYjgyMC00NWE5LWEyMzMtYzRiNjg4MDIyYTZmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR14,0,140,209_AL_.jpg",Kabhi Alvida Naa Kehna,Ahsaas Channa was born circa 1999
149,Arvind Trivedi,Actor,"https://m.media-amazon.com/images/M/MV5BM2FlN2YyMzYtMTRlYS00OWIwLTk1M2MtZWI1YmU0N2FhYWMzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR19,0,140,209_AL_.jpg",Shankar Parvati,"Arvind Trivedi was born on November 8, 1938 in British India"
150,A.R. Rahman,Composer,"https://m.media-amazon.com/images/M/MV5BYTYwYWVlZGEtODU4OC00Y2U0LWE2YTEtZGUwMmVjNjczYTk4XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR34,0,140,209_AL_.jpg",Slumdog Millionaire,"A two-time winner and five-times nominee of the Academy Award (Oscar), A"
151,Juliet Prowse,Actress,"https://m.media-amazon.com/images/M/MV5BMTIzNDMzMTQ0NF5BMl5BanBnXkFtZTYwODc0MzQ2._V1_UY209_CR15,0,140,209_AL_.jpg",G.I. Blues,"Born in India to South African parents, Juliet studied to be a dancer from the age of 4"
152,Ram Gopal Varma,Director,"https://m.media-amazon.com/images/M/MV5BMTQ4NDQ0Mjc4OV5BMl5BanBnXkFtZTgwMjAxMTIzOTE@._V1_UY209_CR87,0,140,209_AL_.jpg",Rangeela,"Ram Gopal Varma was born in Hyderabad, the capital city of the Indian state of Andhra Pradesh"
153,Amyra Dastur,Actress,"https://m.media-amazon.com/images/M/MV5BOTIzNTQ2NTgyNl5BMl5BanBnXkFtZTgwMTkxMzQyNTE@._V1_UY209_CR87,0,140,209_AL_.jpg",Anegan,Amyra Dastur is an Indian Parsi film actress
154,Sushant Singh Rajput,Actor,"https://m.media-amazon.com/images/M/MV5BZjA4ZjNmYzUtZDAwNS00MTk4LWIzYjEtYWFlZDJhYTk1MzcyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Kai po che!,Sushant Singh Rajput is an Indian television and film actor
155,Gautami Kapoor,Actress,"https://m.media-amazon.com/images/M/MV5BYjlmNWMzMjItNGQzNi00MDEwLWI4NDgtMDIyOWEwNDJlNDVmXkEyXkFqcGdeQXVyNzM4MjU3NzY@._V1_UX140_CR0,0,140,209_AL_.jpg",Fanaa,"Gautami Kapoor was born on June 21, 1974 in Maharashtra, India"
156,Ramya Krishnan,Actress,"https://m.media-amazon.com/images/M/MV5BZThmMmJlZGQtZDgyMy00YmIyLTk1NDQtMGQ0N2EzYzUxMWNiXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Bãhubali: The Beginning,"Ramya Krishnan was born on September 15, 1970 in Madras, Tamil Nadu, India"
157,Mira Nair,Director,"https://m.media-amazon.com/images/M/MV5BMTUwNTYyMTY3NF5BMl5BanBnXkFtZTYwNzgzNjc4._V1_UX140_CR0,0,140,209_AL_.jpg",Monsoon Wedding,Accomplished Film Director/Writer/Producer Mira Nair was born in India and educated at Delhi University and at Harvard
158,Vijay Arora,Actor,"https://m.media-amazon.com/images/M/MV5BYWFmZjQ4NzItNzBhOS00ZWUzLTgyNTQtMDRmMDM1OTU1MmQ5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR34,0,140,209_AL_.jpg",Jeevan Jyoti,"Vijay Arora was born on December 27, 1944 in Cutch State, British India"
159,Jackie Shroff,Actor,"https://m.media-amazon.com/images/M/MV5BYzczOGViODMtMWY1Yi00ZTAwLTkzZjItYzlmMzU0NmM5YjBmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR16,0,140,209_AL_.jpg",Devdas,"Jaikishen was born in the Gujarati-speaking Shroff family on February 1, 1957"
160,Milton Reid,Actor,"https://m.media-amazon.com/images/M/MV5BMjczMzU4MjM5Ml5BMl5BanBnXkFtZTgwMzk0NjU3MTE@._V1_UY209_CR62,0,140,209_AL_.jpg",The Spy Who Loved Me,"Although he liked to sign his autographs, perhaps jokingly, ""Milton Gaylord Reid"" his real name was Milton Rutherford Reid and he was born in Bombay on 29 April 1917"
161,Neena Gupta,Actress,"https://m.media-amazon.com/images/M/MV5BNjA2OGYxNGYtZTcyNS00NWFiLWFhZTYtYTk4ZjE0OTZkNTNmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Badhaai ho,"Neena Gupta was born on July 4, 1959 in India"
162,Shelley Malil,Actor,"https://m.media-amazon.com/images/M/MV5BMTk1NDg4MDI2MF5BMl5BanBnXkFtZTcwNTk4NDIzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",The 40 Year Old Virgin,"Shelley Malil is proud to be from the Indian state of Kerala and a Malayalee, a people known for their comedic take on life"
163,Janine Gray,Actress,"https://m.media-amazon.com/images/M/MV5BODBiM2NmZGYtOWJlNC00ZWMyLWExNzUtMTllOWRkZGJlOWJiXkEyXkFqcGdeQXVyMzAwOTU1MTk@._V1_UY209_CR10,0,140,209_AL_.jpg",The Avengers,"Janine Gray was born on January 14, 1942 in Bombay, Bombay Presidency, British India as Janine Catherine Glass"
